vibration,temp_palier,debit,pression_entree,pression_sortie,courant_moteur,temp_moteur,heure_fonctionnement,etat_pompe_code
19.356885394792567,44.837,0.395,1.987,107.73,20.04016516162984,63.61581709579066,1103.0,1
15.92913925563793,44.837,0.395,1.987,107.73,13.74534435138735,83.75023656314966,1103.0,1
12.969575242184288,94.61412672731804,0.07010810031718881,0.18567388487159092,67.6966865352668,22.323872724187048,91.76534457331277,9321.805992604961,1
9.711318691890025,171.56299413717284,0.12892544634373468,0.3129355150671918,38.9335138202396,29.170679664315728,197.02934423407504,14589.245326611446,1
3.2161459292577907,36.55187350536427,0.34579409127712446,2.4051177373965293,128.02428587750225,5.007032608431501,60.79593030424498,1345.3365659349593,0
16.52977806279732,97.75867933219442,0.12149681155252086,0.1714869011659275,23.46297878798773,28.64859649380958,111.30190951545067,3109.0444194145957,1
0.9542969431098899,43.116075221166014,0.4305420201836342,1.7052996301002548,106.05847116356173,4.1832954327819145,48.17060056376047,1175.2273516868345,0
9.85905723615812,44.837,0.395,1.987,107.73,8.572472084953857,200.17586245268228,1103.0,1
0.8007366911686299,35.28207217075416,0.448515604793187,1.7446539397365166,96.52076455259545,3.8183449158257243,45.59269384111296,2504.841617083211,0
15.626799064732182,104.96494387180346,0.1430555439737562,0.29263307050765636,27.889021376593337,16.17332009831785,181.10654017582175,7346.179233529819,1
2.0102518125645705,46.736712086699214,0.2617936419523297,2.1188797579271808,115.11601557963631,3.2861566118210517,66.83946560266943,2762.6172015954394,0
3.424071788145654,37.302812125509746,0.31944256412958943,2.2499780954991744,127.05855191824739,4.468695839823836,46.26556180672685,118.1755010784582,0
15.844305573704991,44.837,0.395,1.987,107.73,13.705573160142452,87.86687028287793,1103.0,1
1.2699416215582873,47.78594365584857,0.40386242269158035,1.2096236312247028,113.84200463043801,6.485070582179631,55.881556991413845,2762.0742023358584,0
18.263474012538776,44.837,0.395,1.987,107.73,20.261084091996597,61.10460777958534,1103.0,1
8.479274118066773,100.15200737197648,0.09559532348070358,0.12120898245530987,31.692411265777395,29.64838238727935,199.54693916535663,8694.40275146929,1
23.30579880758548,88.21069560828293,0.1343723597340292,0.1310425190939754,49.39376214397914,41.93052210846204,100.24993260778754,14619.92352119106,1
18.699275387987488,44.837,0.395,1.987,107.73,13.52172419312261,90.1294117514367,1103.0,1
11.600851878181553,44.837,0.395,1.987,107.73,13.253430885901285,82.61042552516267,1103.0,1
1.6160542573783494,48.19902033261395,0.3522410620759054,2.3684389186467727,124.33651007372048,4.501479095812565,63.771776694787434,2263.628622254047,0
0.6806808347008924,40.060054718660766,0.33941986035100125,1.2087624436664082,96.57147373089637,5.74106500823294,48.06244654914973,1904.7199774594883,0
17.512998258829064,127.59449988195739,0.11125261934877347,0.3025692512686113,22.35291929069927,23.631874549130586,95.133217001435,4558.284161014572,1
1.1146438224521376,49.923111328584696,0.5138745564854588,2.254099007587413,99.55184845526156,4.579337704633458,69.62474140352188,2316.037428929971,0
9.585707762776543,44.837,0.395,1.987,107.73,8.624725011016162,102.58378445456822,1103.0,1
0.7017677419021036,36.61360492596839,0.5496677836099872,1.2206145739092307,119.92735648195385,5.823327685593858,66.45058177518072,2992.8848922064694,0
12.484004296442722,44.837,0.395,1.987,107.73,13.79222553839017,85.12565268117288,1103.0,1
10.713418489733767,44.837,0.395,1.987,107.73,13.793937404841513,214.6438200093897,1103.0,1
11.865509781288965,161.50605197558662,0.08388271976526872,0.254422658127034,15.974782812401735,12.528929163019063,195.6422226424459,7523.834007442099,1
2.5868544394904207,35.054710481272735,0.43587680123795225,1.275436719838579,121.76789325108336,3.325467239380963,59.70505667370976,1442.9186696583713,0
1.3677343159179636,50.301414111280174,0.2848416880601577,2.4162457750151063,102.55866869509411,6.109412853080384,60.07357191198654,2480.1220792244626,0
1.8631320036798826,49.35407040657347,0.2794247742352734,1.5276581603413786,96.00194658775936,4.13636574411521,63.433926934694995,1428.0543881062995,0
0.61,44.837,0.395,1.987,107.73,8.584866922292612,165.8222952851742,1103.0,1
2.728119563599943,42.23338668561728,0.3537804977640889,1.3049736496707451,129.5059825494423,3.1403821699436887,66.67578740306121,1736.0262257171803,0
2.528532686226302,40.526768262338884,0.45589815900582925,0.7323181815085709,96.99525748703837,5.995080406170253,50.679488925587876,2511.12337572882,0
2.6187384876657864,45.585722196146556,0.5470326538260597,1.1925709279510779,103.59887455172992,3.2762879103129445,56.06995341359344,783.1455787045443,0
18.315304805307346,120.58403833570279,0.09590622008141632,0.20139963430854702,64.41199464039016,31.38320566299404,90.24829811490486,8397.647888453144,1
1.6928371356586118,39.49269647369687,0.31159988161203994,1.517775425361891,100.7413502427043,4.006115827140375,61.418901586863925,2905.6119950996767,0
11.638304969390212,44.837,0.395,1.987,107.73,13.509760156206864,82.98521245502604,1103.0,1
15.840548543130163,182.8257707364796,0.395,1.987,107.73,20.300838236598025,60.93919545488989,1103.0,1
21.394682926749965,44.837,0.395,1.987,107.73,13.804234988290109,112.18359614243606,1103.0,1
10.78978492533211,44.837,0.395,1.987,107.73,13.877562390228608,137.62805017671866,1103.0,1
3.4260294004372116,48.888556423621225,0.5057642263737911,2.382133939724399,93.40413944479141,4.349591573796667,46.775872226100056,632.3793046500858,0
14.333663116617284,61.58872373167988,0.005634934431597088,0.3151544341140273,42.28567984726668,28.7872974791368,109.17494365072024,11937.008779559066,1
2.9326357430237553,49.20904077447877,0.3496573099346814,1.917874309200211,120.84491263407546,5.291277404030841,48.78987687000249,2627.649250551171,0
8.699865787103713,44.837,0.395,1.987,107.73,8.621883368081296,264.4250493225115,1103.0,1
13.535741859324432,44.837,0.395,1.987,107.73,8.623426487044092,155.28751378164966,1103.0,1
10.638652312016577,44.837,0.395,1.987,107.73,13.857722917823972,183.72466031357155,1103.0,1
18.64846751468691,44.837,0.395,1.987,107.73,13.5159252513094,64.59354756274983,1103.0,1
